"Geneid" "5_B1_R1_9wk" "5_B1_R2_9wk" "5_B2_R1_9wk" "5_B2_R2_9wk" "5_cor_B1_R1_9wk" "5_cor_B1_R2_9wk" "5_cor_B2_R1_9wk" "5_cor_B2_R2_9wk"
"SAMSN1" 4 2 2 38 2 0 0 0
"NRIP1" 2068 607 2100 2681 2056 1366 1091 1651
"USP25" 546 387 1032 1015 939 805 789 886
"CXADR" 6514 2782 7495 8643 2500 2143 2497 2213
"BTG3" 430 193 1234 987 774 506 568 525
"C21orf91" 562 185 754 727 600 436 371 485
"CHODL" 432 327 406 724 312 174 185 1063
"TMPRSS15" 12 2 5 10 2 2 2 8
"NCAM2" 841 668 2064 1961 4563 2014 1324 3043
"MRPL39" 268 187 551 603 458 225 269 338
"JAM2" 959 1576 2498 2954 3390 1919 1623 2974
"ATP5J" 776 473 1375 1535 1065 485 644 828
"GABPA" 1263 722 2237 2153 1761 1352 1234 1544
"APP" 30265 19895 51339 55158 23006 20667 19771 31038
"CYYR1" 174 10 375 390 134 217 191 74
"ADAMTS1" 156 431 355 470 364 916 928 672
"ADAMTS5" 234 441 178 169 383 342 334 675
"N6AMT1" 355 246 837 806 535 371 344 553
"LTN1" 2108 1154 3918 4205 3370 2446 2197 2771
"RWDD2B" 145 179 245 251 270 62 79 198
"USP16" 1164 750 1771 2166 1825 1058 1037 1443
"CCT8" 3539 1654 5615 5991 4241 2366 2307 3034
"MAP3K7CL" 8 35 64 81 12 73 26 20
"BACH1" 1110 544 1826 1780 1604 921 732 1212
"GRIK1" 696 1793 941 1199 1035 927 1373 943
"CLDN17" 0 0 0 0 0 0 0 0
"CLDN8" 0 0 0 0 2 0 0 0
"KRTAP24-1" 0 0 0 0 0 0 0 0
"KRTAP25-1" 0 0 0 0 0 0 0 0
"KRTAP26-1" 0 0 0 0 0 0 0 0
"KRTAP27-1" 0 0 0 0 0 0 0 0
"KRTAP23-1" 0 0 0 0 0 0 0 0
"KRTAP13-2" 0 0 0 0 0 0 0 0
"KRTAP13-1" 0 0 0 0 0 0 0 0
"KRTAP13-3" 0 0 0 0 0 0 0 0
"KRTAP13-4" 0 0 0 0 0 0 0 0
"KRTAP15-1" 0 0 0 0 0 0 0 0
"KRTAP19-1" 0 0 0 0 0 0 0 0
"KRTAP19-2" 0 0 0 0 0 0 0 0
"KRTAP19-3" 0 0 0 0 0 0 0 0
"KRTAP19-4" 0 0 0 0 0 0 0 0
"KRTAP19-5" 0 0 0 0 0 0 0 0
"KRTAP19-6" 0 0 0 0 0 0 0 0
"KRTAP19-7" 0 0 0 0 0 0 0 0
"KRTAP22-2" 0 0 0 0 0 0 0 0
"KRTAP6-3" 0 0 0 0 0 0 0 0
"KRTAP6-2" 0 0 0 0 0 0 0 0
"KRTAP22-1" 0 0 0 0 0 0 0 0
"KRTAP6-1" 0 0 0 0 0 0 0 0
"KRTAP20-1" 0 0 0 0 0 0 0 0
"KRTAP20-4" 0 0 0 0 0 0 0 0
"KRTAP20-2" 0 0 0 0 0 0 0 0
"KRTAP20-3" 0 0 0 0 0 0 0 0
"KRTAP21-3" 0 0 0 0 0 0 0 0
"KRTAP21-2" 0 0 0 0 2 0 2 0
"KRTAP21-1" 0 0 0 0 0 0 0 0
"KRTAP8-1" 0 0 0 0 0 0 0 0
"KRTAP7-1" 0 0 0 0 0 2 0 0
"KRTAP11-1" 0 0 0 0 0 0 0 1
"KRTAP19-8" 0 0 0 0 0 0 0 0
"TIAM1" 1649 944 2163 2383 1800 1215 1176 1837
"SOD1" 1954 1602 3814 4213 2443 1474 1460 2272
"SCAF4" 1668 840 2601 2839 2163 1572 1417 1838
"HUNK" 1511 387 1421 1532 639 483 595 600
"MIS18A" 271 143 441 476 514 376 278 437
"MRAP" 1 0 2 6 0 6 0 6
"URB1" 1129 1075 2894 2378 2297 1978 1703 2702
"EVA1C" 111 320 239 260 346 406 253 672
"TCP10L" 62 27 47 55 64 45 31 112
"C21orf59" 579 298 755 856 795 673 501 1006
"SYNJ1" 2386 1321 3399 3803 2066 1470 1294 1892
"PAXBP1" 3498 2065 5572 6283 6073 4681 4176 5481
"C21orf62" 60 70 166 180 130 106 51 214
"OLIG2" 185 1293 53 19 19993 6083 4051 12515
"OLIG1" 190 1032 70 15 18149 4860 3989 11996
"IFNAR2" 264 118 405 341 412 283 274 349
"IL10RB" 165 91 248 264 255 256 175 255
"IFNAR1" 2182 1920 4248 3989 3344 1945 1892 3333
"IFNGR2" 632 470 1223 1332 929 834 788 770
"TMEM50B" 821 636 1806 1570 1552 1458 1263 1412
"DNAJC28" 86 36 112 107 84 34 57 78
"GART" 2022 1134 3246 3283 3423 2085 1877 2692
"SON" 13276 10633 18864 21482 18080 13599 12066 15499
"DONSON" 769 592 1663 1742 1311 1172 1091 1112
"CRYZL1" 1058 655 2011 2102 1098 860 1042 1119
"ITSN1" 7420 7837 12710 13712 9199 7690 7549 11642
"ATP5O" 319 220 580 645 450 224 253 368
"MRPS6" 484 394 811 885 422 326 364 386
"SLC5A3" 2083 1354 3441 3046 1703 1587 2079 1977
"KCNE2" 0 11 7 16 7 5 9 7
"SMIM11A" 0 2 125 11 16 40 7 6
"C21orf140" 0 0 0 0 0 0 0 0
"KCNE1" 10 5 18 18 5 7 10 4
"RCAN1" 1145 1433 4091 3272 2026 2094 1812 2802
"CLIC6" 1 0 12 12 0 2 58 4
"RUNX1" 26 19 22 24 223 912 632 186
"SETD4" 622 442 1149 1438 1028 859 744 1012
"CBR1" 158 268 592 510 431 279 293 359
"CBR3" 4 7 16 14 21 21 13 23
"DOPEY2" 1411 562 2058 2242 1210 935 1059 929
"MORC3" 1553 763 2754 2766 2065 1734 1376 1883
"CHAF1B" 294 146 432 635 504 417 241 316
"CLDN14" 0 0 0 0 0 0 0 0
"SIM2" 70 61 161 209 116 111 79 92
"HLCS" 600 482 1570 1524 881 664 795 797
"RIPPLY3" 8 11 6 15 6 8 14 5
"PIGP" 165 96 319 329 202 156 142 219
"TTC3" 28893 13181 42238 47917 35054 25738 21981 32502
"DSCR3" 1008 630 1920 1957 1694 1060 890 1535
"DYRK1A" 3212 1988 4212 4808 3723 2871 2470 3444
"KCNJ6" 835 632 1145 954 662 1095 1456 783
"DSCR4" 0 0 0 0 0 0 0 0
"DSCR8" 0 0 0 0 2 0 0 0
"KCNJ15" 4 0 0 2 2 4 8 2
"ERG" 2 0 0 1 2 47 34 7
"ETS2" 211 146 180 221 358 548 550 242
"PSMG1" 378 355 720 812 483 408 377 432
"BRWD1" 4960 2815 8431 8747 6195 4324 4545 5640
"HMGN1" 5602 2810 8074 9704 6521 5116 4611 4981
"WRB" 1348 987 2228 2552 1627 899 970 1556
"LCA5L" 167 108 299 341 213 300 244 317
"SH3BGR" 134 115 310 293 160 138 193 183
"B3GALT5" 574 1026 1070 1224 1555 1439 1020 2077
"IGSF5" 63 152 133 169 223 177 145 252
"PCP4" 112 136 213 139 592 305 320 416
"DSCAM" 273 394 186 185 4733 1462 846 3504
"BACE2" 8 23 226 151 291 248 252 248
"FAM3B" 0 0 0 0 0 0 0 0
"MX2" 0 0 0 0 0 2 0 0
"MX1" 15 0 20 10 37 33 40 20
"TMPRSS2" 0 0 1 2 0 0 0 2
"RIPK4" 6 0 4 0 2 4 4 0
"PRDM15" 538 263 812 960 829 642 572 666
"C2CD2" 407 313 732 689 352 392 527 360
"ZBTB21" 985 403 1857 1715 1042 830 766 939
"UMODL1" 2 0 0 2 6 2 4 4
"ABCG1" 511 146 635 802 323 115 238 369
"TFF3" 0 2 0 2 2 0 0 4
"TFF2" 0 0 0 0 1 0 0 0
"TFF1" 0 0 0 0 0 0 0 0
"TMPRSS3" 0 0 6 2 0 1 2 2
"UBASH3A" 0 0 1 2 0 0 0 2
"RSPH1" 73 225 128 117 582 461 392 694
"SLC37A1" 738 417 837 957 465 435 458 440
"PDE9A" 965 661 1088 1192 851 502 539 706
"WDR4" 265 134 371 393 289 211 214 220
"NDUFV3" 678 397 1299 1235 980 674 677 950
"PKNOX1" 990 653 1274 1672 1307 841 733 1230
"CBS" 412 253 619 707 206 373 220 334
"U2AF1" 33 10 21 37 11 19 8 21
"CRYAA" 0 0 1 0 0 0 0 0
"SIK1" 37 11 26 33 45 13 22 11
"HSF2BP" 17 16 20 48 31 18 18 22
"H2BFS" 0 0 0 0 0 0 0 0
"RRP1B" 1576 710 2469 2801 2281 1440 1206 1554
"PDXK" 2263 1764 5116 4202 2408 2112 2184 2360
"CSTB" 661 647 1267 1531 1000 657 691 989
"RRP1" 588 302 860 910 851 592 526 761
"AGPAT3" 2048 1430 3190 3616 2349 1792 1648 2407
"TRAPPC10" 1055 672 1669 1819 1302 948 866 1081
"PWP2" 167 39 156 187 142 90 110 158
"C21orf33" 376 208 386 414 273 151 179 260
"ICOSLG" 1 0 2 0 2 3 0 4
"DNMT3L" 0 0 3 0 0 0 0 0
"AIRE" 1 2 1 4 2 7 2 0
"PFKL" 2581 2012 5283 5589 3772 3212 3072 3395
"C21orf2" 160 114 239 322 165 182 168 198
"TRPM2" 9 6 8 6 6 14 13 4
"LRRC3" 876 315 1387 1398 255 318 376 296
"TSPEAR" 17 4 24 21 3 9 4 1
"KRTAP10-1" 0 0 0 0 0 0 0 0
"KRTAP10-2" 0 0 0 0 0 0 0 0
"KRTAP10-3" 0 0 0 0 0 0 0 0
"KRTAP10-4" 0 0 0 0 0 0 0 0
"KRTAP10-5" 0 0 0 0 0 0 0 0
"KRTAP10-6" 0 0 0 0 0 0 0 0
"KRTAP10-7" 0 0 0 0 0 0 0 0
"KRTAP10-8" 0 0 0 0 0 0 0 0
"KRTAP10-9" 0 0 0 0 0 0 0 0
"KRTAP10-10" 0 0 0 0 1 0 0 0
"KRTAP10-11" 0 0 0 0 0 0 0 0
"KRTAP12-4" 0 0 0 0 0 0 0 0
"KRTAP12-3" 0 0 0 0 0 0 0 0
"KRTAP12-2" 0 0 0 0 0 0 0 0
"KRTAP12-1" 0 0 0 0 0 0 0 0
"KRTAP10-12" 0 0 0 0 0 0 0 0
"UBE2G2" 2612 2101 3960 4443 5236 3918 3487 4819
"SUMO3" 1483 1153 2655 3095 1681 1024 1090 1147
"PTTG1IP" 4417 4514 8442 10167 7346 4525 4354 8549
"ITGB2" 0 0 4 0 0 3 0 2
"FAM207A" 239 107 290 366 327 165 157 255
"ADARB1" 1040 428 1085 1450 662 561 467 713
"POFUT2" 774 756 1995 1933 1401 1631 1432 1664
"COL18A1" 513 761 678 706 1229 1389 796 1941
"SLC19A1" 355 200 514 650 312 270 262 298
"PCBP3" 125 113 59 55 107 89 105 98
"COL6A1" 4094 3175 9614 9150 5490 24051 18998 4706
"COL6A2" 314 75 1481 816 1927 15190 12765 839
"FTCD" 44 52 30 64 82 55 46 85
"SPATC1L" 189 168 225 296 321 203 191 251
"LSS" 2804 2804 4197 5333 4334 3383 2636 4562
"MCM3AP" 2711 1426 4408 4796 3960 3322 2957 3533
"YBEY" 237 179 374 386 328 209 222 295
"C21orf58" 235 139 437 404 635 547 417 568
"PCNT" 2291 1068 2902 3607 2993 2061 1724 2535
"DIP2A" 3265 1695 5223 4934 4210 3425 3494 3548
"S100B" 135 389 1092 812 1554 582 304 1359
"PRMT2" 4482 3322 7856 8775 4939 3580 3233 5070
"OR11H1" 0 0 0 0 0 0 0 0
"POTEH" 0 0 0 0 0 0 0 0
"CCT8L2" 0 0 0 0 0 0 0 0
"XKR3" 0 0 0 0 0 0 0 2
"GAB4" 0 0 0 0 0 0 0 0
"IL17RA" 267 185 395 439 431 450 449 397
"HDHD5" 665 346 1002 1091 901 582 581 684
"CECR2" 3322 806 3654 3420 4291 2384 2489 3360
"SLC25A18" 102 164 265 232 233 161 150 311
"ATP6V1E1" 1475 1005 2550 2392 1538 876 913 1225
"BCL2L13" 1361 761 2685 2808 1414 883 931 1271
"BID" 410 223 678 863 467 278 279 369
"MICAL3" 2131 1253 3118 3713 1969 1597 1658 2223
"PEX26" 1576 965 2561 2696 1919 1260 1192 1864
"TUBA8" 1 2 4 5 6 6 4 0
"USP18" 6 16 23 9 80 59 47 59
"FAM230A" 0 0 0 0 0 0 0 0
"GGTLC3" 0 0 0 1 1 0 0 2
"TMEM191B" 140 60 79 116 71 57 63 75
"RIMBP3" 14 10 30 40 22 8 14 18
"DGCR6" 1 0 2 0 2 0 1 0
"PRODH" 0 26 3 4 9 0 7 15
"DGCR2" 2794 2173 4884 5526 3946 2214 2211 3717
"TSSK2" 0 0 0 0 0 0 0 0
"GSC2" 0 0 2 4 0 0 0 2
"SLC25A1" 1058 967 2019 2075 1500 948 984 1444
"CLTCL1" 340 282 814 806 507 607 538 538
"HIRA" 1744 1028 2856 3236 2209 1627 1464 1885
"C22orf39" 930 477 1587 1311 1057 637 772 977
"MRPL40" 300 238 482 573 430 232 254 417
"CDC45" 116 76 161 213 432 250 122 250
"CLDN5" 40 2 47 86 10 37 28 24
"SEPT5" 3596 1752 5000 6519 3276 2995 2274 2849
"GP1BB" 1003 628 1243 1660 1189 1250 778 954
"TBX1" 10 13 45 47 44 58 7 7
"GNB1L" 81 40 121 136 96 74 83 79
"TXNRD2" 95 113 45 76 132 145 109 117
"COMT" 141 382 87 71 215 171 193 229
"ARVCF" 2391 1640 3848 4249 3271 2636 2707 2858
"TANGO2" 128 134 242 261 220 133 167 220
"DGCR8" 1553 1036 2528 3255 2291 1987 1567 2028
"TRMT2A" 505 316 917 939 785 663 622 761
"RANBP1" 1442 875 2263 2634 2225 1294 1140 1483
"ZDHHC8" 968 655 1519 1770 1511 1247 991 1426
"CCDC188" 18 22 105 95 87 53 39 70
"RTN4R" 256 137 449 467 244 104 140 203
"DGCR6L" 396 283 697 891 544 389 367 544
"USP41" 2 0 5 1 0 2 1 0
"ZNF74" 1544 479 1950 2010 1654 997 834 1335
"SCARF2" 511 506 1603 1281 852 1206 875 1017
"KLHL22" 1035 643 1506 1822 1171 1054 820 1203
"MED15" 1522 833 2408 2434 1989 1563 1449 1929
"PI4KA" 3877 2158 5715 6633 4105 3360 2840 3924
"SERPIND1" 1 2 6 4 4 2 0 6
"SNAP29" 777 559 994 1297 944 562 542 885
"CRKL" 3264 1757 4850 5291 4952 2796 2613 3911
"AIFM3" 7 14 68 48 16 59 50 28
"LZTR1" 1978 1064 3261 4080 2718 2774 2300 2471
"THAP7" 222 149 365 455 313 196 219 216
"P2RX6" 44 126 293 202 272 186 248 225
"SLC7A4" 2 4 7 7 16 5 3 5
"LRRC74B" 3 21 34 20 43 85 74 53
"GGT2" 0 0 0 2 0 0 1 2
"RIMBP3B" 7 2 3 6 4 2 0 6
"HIC2" 1231 468 1767 1905 1087 893 912 1062
"TMEM191C" 152 105 166 178 83 104 110 78
"RIMBP3C" 4 1 2 0 0 0 0 0
"UBE2L3" 2932 2825 3319 3798 3550 2274 2556 3167
"YDJC" 113 77 318 321 147 137 171 135
"CCDC116" 17 23 40 62 77 35 34 52
"SDF2L1" 98 89 198 208 304 176 159 192
"PPIL2" 1273 692 1927 2409 1584 1308 1133 1582
"YPEL1" 783 227 980 1129 637 340 382 529
"MAPK1" 4473 3767 8792 9357 6594 4032 4099 6151
"PPM1F" 731 351 1295 1330 778 733 655 771
"TOP3B" 17 4 16 20 21 11 6 20
"IGLV10-54" 0 0 0 0 0 0 0 0
"VPREB1" 0 0 0 0 0 0 0 0
"ZNF280B" 312 170 473 593 428 375 306 425
"ZNF280A" 0 0 0 0 0 0 0 0
"PRAME" 0 0 6 18 0 0 0 0
"GGTLC2" 0 0 0 0 0 0 0 0
"IGLL5" 0 0 0 0 0 0 0 0
"RSPH14" 29 40 72 38 27 33 29 33
"GNAZ" 1703 698 2263 2779 1006 726 730 921
"RAB36" 380 423 831 843 548 541 546 879
"BCR" 3061 1545 4743 5491 3218 2074 2771 3013
"IGLL1" 3 0 2 7 0 0 1 2
"DRICH1" 24 20 25 37 27 26 19 14
"RGL4" 98 61 151 141 80 87 89 93
"ZNF70" 423 233 752 760 621 395 477 546
"VPREB3" 2 2 6 1 0 4 2 0
"C22orf15" 0 5 17 8 18 21 25 16
"CHCHD10" 103 161 402 247 90 119 142 143
"MMP11" 46 50 255 247 49 959 491 56
"SMARCB1" 2752 1243 3741 4497 3171 1739 1616 2411
"DERL3" 39 42 131 104 125 120 85 117
"SLC2A11" 533 352 726 808 562 485 438 601
"MIF" 31 15 61 62 46 45 54 70
"GSTT2B" 0 0 0 0 0 2 0 0
"DDTL" 12 13 61 44 45 35 24 43
"DDT" 40 105 75 77 64 39 151 62
"GSTT2" 0 0 0 0 0 0 0 0
"GSTTP1" 0 0 0 0 2 1 2 1
"CABIN1" 2716 1912 5252 5042 3688 3132 2847 3539
"SUSD2" 47 29 112 128 100 97 43 84
"GGT5" 26 97 55 81 166 105 57 388
"SPECC1L" 1342 700 1975 2125 1431 1006 847 1248
"ADORA2A" 10 3 14 21 20 9 14 16
"UPB1" 8 10 10 18 21 14 24 38
"GUCD1" 636 508 1279 1243 1459 935 713 1232
"SNRPD3" 1195 662 1653 1995 1765 935 906 1318
"GGT1" 122 48 116 177 207 143 87 158
"LRRC75B" 215 184 481 426 377 336 269 317
"PIWIL3" 2 6 0 0 4 0 2 0
"SGSM1" 306 349 460 520 470 410 442 511
"TMEM211" 0 0 2 0 2 3 0 3
"KIAA1671" 276 435 839 600 545 569 580 857
"CRYBB3" 1 1 4 2 9 7 6 12
"CRYBB2" 9 10 4 5 21 15 7 8
"LRP5L" 104 42 111 107 104 72 88 114
"GRK3" 2367 1132 3638 3921 1499 1220 1548 1357
"MYO18B" 13 5 8 6 214 1 4 24
"SEZ6L" 2185 2214 1849 2362 18188 6747 3553 11957
"ASPHD2" 428 168 666 714 210 141 173 152
"HPS4" 1501 918 3210 3102 2167 1735 1835 2072
"SRRD" 514 250 749 794 624 449 323 497
"TFIP11" 680 396 1329 1311 988 623 602 909
"TPST2" 319 289 1458 1142 605 664 650 894
"CRYBB1" 2 0 18 13 6 15 6 6
"CRYBA4" 2 0 20 11 0 0 0 0
"MN1" 4774 2390 7914 8309 3503 2431 2556 3998
"PITPNB" 1768 982 2760 3052 3014 1788 1492 2400
"TTC28" 3394 1393 5859 5870 4274 2751 2303 3550
"CHEK2" 133 101 318 267 416 276 192 249
"HSCB" 107 120 205 205 201 134 141 198
"CCDC117" 621 282 1019 869 918 664 511 684
"XBP1" 928 779 2478 2369 2797 1922 1581 2085
"ZNRF3" 549 299 1645 1498 972 850 774 843
"C22orf31" 4 4 23 19 2 8 6 7
"KREMEN1" 1075 421 2923 2285 652 1149 1047 461
"EMID1" 225 213 850 736 153 494 397 110
"RHBDD3" 542 444 1095 1054 721 657 638 787
"EWSR1" 8452 5575 10605 14175 10892 8732 6885 9388
"GAS2L1" 183 333 581 421 583 683 551 912
"RASL10A" 36 67 60 40 58 168 81 57
"AP1B1" 2236 1554 4106 4308 2454 1685 1725 2261
"RFPL1" 105 44 79 64 76 70 52 57
"NEFH" 122 73 149 137 118 178 121 82
"THOC5" 932 352 1341 1471 1032 720 669 884
"NIPSNAP1" 2951 1354 5785 5694 2650 1592 1997 1985
"NF2" 1429 871 2132 2129 1491 1110 1093 1577
"CABP7" 244 49 119 149 295 121 159 177
"ZMAT5" 98 98 219 287 201 121 107 145
"UQCR10" 754 586 1212 1516 1015 501 575 796
"ASCC2" 949 662 1466 1717 1432 999 877 1171
"MTMR3" 479 326 852 851 561 446 400 645
"HORMAD2" 2 0 5 4 2 0 7 0
"LIF" 70 137 459 314 143 274 152 247
"OSM" 2 1 5 4 0 4 4 2
"TBC1D10A" 171 112 220 242 134 150 160 158
"SF3A1" 3016 1565 4708 5177 3604 2201 2070 3009
"CCDC157" 187 123 335 313 222 280 215 313
"RNF215" 444 347 1018 951 462 611 559 586
"SEC14L2" 99 191 405 351 229 247 224 287
"MTFP1" 13 5 7 7 20 14 6 9
"SEC14L3" 3 0 4 6 4 1 3 0
"SEC14L4" 0 4 0 2 2 1 1 0
"SEC14L6" 14 20 13 23 7 11 28 16
"GAL3ST1" 20 26 45 48 60 25 26 18
"PES1" 1283 792 2232 2390 1790 1305 1063 1454
"TCN2" 360 351 964 974 410 326 359 400
"SLC35E4" 183 140 286 280 178 149 129 230
"DUSP18" 341 218 470 512 393 296 302 461
"OSBP2" 585 305 549 637 440 467 440 503
"MORC2" 2085 782 3246 3306 2411 1504 1420 2069
"SMTN" 328 121 520 491 345 388 394 283
"SELENOM" 85 88 296 243 85 208 201 51
"INPP5J" 227 152 323 312 176 171 149 210
"PLA2G3" 38 20 28 56 0 2 6 2
"RNF185" 1066 745 1589 2054 1386 794 772 1203
"LIMK2" 1534 977 2440 2498 1172 1095 939 1361
"PIK3IP1" 394 493 1015 1015 608 268 316 544
"PATZ1" 2431 1224 3252 3612 3703 1764 1686 2783
"DRG1" 1114 687 1544 1780 1407 767 815 1064
"EIF4ENIF1" 1131 559 1996 2094 1461 949 970 1231
"SFI1" 918 529 1356 1686 1220 1397 1152 1216
"PISD" 654 409 989 1048 884 781 570 886
"PRR14L" 2224 872 3717 3437 2810 1894 1888 2458
"DEPDC5" 523 239 702 868 708 457 332 501
"YWHAH" 4824 2563 6335 7235 3997 2533 2352 3109
"SLC5A1" 2 2 0 4 7 4 4 42
"C22orf42" 84 110 234 353 33 69 59 70
"RFPL2" 34 26 35 49 38 40 44 29
"SLC5A4" 30 23 50 65 35 47 38 31
"RFPL3" 3 0 9 2 1 0 4 1
"RFPL3S" 13 4 8 14 23 17 33 10
"RTCB" 1404 932 2541 2662 2065 1357 1322 1828
"BPIFC" 24 10 68 53 49 28 55 110
"FBXO7" 1201 977 2564 2569 3081 1688 1625 2434
"SYN3" 89 43 93 87 34 39 58 50
"TIMP3" 559 555 268 167 1403 1945 2041 1944
"LARGE1" 1234 438 1310 1606 1015 606 579 895
"ISX" 0 0 0 0 0 0 0 0
"HMGXB4" 1278 662 2192 2073 1736 1256 1079 1205
"TOM1" 514 474 1170 1133 808 569 560 830
"HMOX1" 116 164 369 266 127 133 152 161
"MCM5" 367 329 651 851 1513 908 484 866
"RASD2" 146 105 184 143 66 67 67 47
"MB" 2 4 8 4 18 3 0 2
"APOL6" 13 43 127 101 56 165 144 54
"APOL5" 6 0 1 4 0 2 0 0
"RBFOX2" 19980 5205 23518 28537 9101 7034 6997 8723
"APOL3" 2 3 2 6 2 12 6 2
"APOL4" 216 46 232 252 379 246 219 222
"APOL2" 162 188 590 384 453 490 532 494
"APOL1" 4 0 29 35 2 24 25 3
"MYH9" 2290 2695 8399 7343 4983 5667 5526 5268
"TXN2" 759 541 1138 1487 1256 707 664 950
"FOXRED2" 1151 1102 2148 1997 1499 914 859 1657
"EIF3D" 1908 1193 3430 3883 3214 1957 1841 2410
"CACNG2" 221 156 262 309 219 86 79 200
"IFT27" 723 583 1343 1404 1119 730 872 1022
"PVALB" 2 4 4 1 0 2 2 2
"NCF4" 0 2 1 1 0 0 0 0
"CSF2RB" 0 0 0 0 0 0 0 0
"TEX33" 0 0 0 0 0 0 0 0
"TST" 46 58 128 95 152 94 122 128
"MPST" 228 115 502 449 661 350 327 552
"KCTD17" 724 506 1049 1286 1067 768 721 1012
"TMPRSS6" 22 2 29 40 32 32 17 29
"IL2RB" 0 0 4 6 0 0 2 0
"C1QTNF6" 183 144 851 693 234 410 331 267
"SSTR3" 10 6 28 26 8 4 12 0
"RAC2" 0 0 3 2 2 0 0 2
"CYTH4" 0 0 0 0 0 0 0 0
"ELFN2" 721 625 1027 908 2643 993 1132 1902
"MFNG" 89 48 144 133 882 306 630 490
"CARD10" 43 107 124 79 507 267 301 405
"CDC42EP1" 131 493 528 556 788 816 596 1234
"LGALS2" 0 10 14 7 16 22 21 26
"GGA1" 1428 1017 2339 2552 2551 1929 1721 2187
"SH3BP1" 20 25 60 62 47 62 54 25
"PDXP" 1435 542 1659 2104 1032 677 578 828
"LGALS1" 186 147 1776 1730 266 1632 1499 244
"NOL12" 78 83 204 182 150 130 121 159
"TRIOBP" 1325 818 2403 2248 1583 1434 1336 1423
"H1F0" 212 136 112 39 462 953 1118 297
"GCAT" 173 208 309 327 510 228 200 442
"GALR3" 7 7 7 20 16 18 21 12
"ANKRD54" 880 648 1416 1671 1116 1005 836 1254
"EIF3L" 3045 1232 4428 5384 4214 2081 2102 2696
"MICALL1" 1183 835 2398 2681 1406 978 919 1314
"C22orf23" 126 100 297 277 149 163 127 190
"POLR2F" 10 7 11 12 18 13 17 9
"SOX10" 0 0 0 0 0 0 0 0
"PICK1" 425 105 420 569 237 344 348 229
"SLC16A8" 32 14 35 50 30 33 49 32
"BAIAP2L2" 80 49 136 141 144 136 138 95
"PLA2G6" 280 273 611 574 473 452 429 558
"MAFF" 167 101 226 309 196 156 132 202
"TMEM184B" 1513 985 2650 2741 1834 1363 1172 1949
"CSNK1E" 3302 1528 4713 5197 4809 2923 2437 3982
"KCNJ4" 76 109 429 250 161 193 129 269
"KDELR3" 56 55 230 197 70 186 229 96
"DDX17" 23399 13971 41157 45679 35690 28954 26389 37942
"DMC1" 5 3 12 8 6 2 3 2
"FAM227A" 1132 848 2011 2123 1885 2102 1676 2761
"CBY1" 405 289 642 696 502 349 370 431
"TOMM22" 595 333 999 1180 874 500 425 669
"JOSD1" 1688 737 2562 2623 2394 1862 1654 1947
"GTPBP1" 2411 1249 3861 4128 2705 1587 1651 2079
"SUN2" 3211 883 4649 4655 2057 1816 2130 2014
"DNAL4" 447 268 671 858 488 347 339 504
"NPTXR" 4360 2264 5238 5973 2420 1657 2248 2308
"CBX6" 2406 1768 3647 3615 2922 2538 2469 2664
"APOBEC3A" 0 1 0 2 1 1 5 0
"APOBEC3B" 6 4 16 12 10 22 19 16
"APOBEC3C" 58 95 294 271 66 146 145 91
"APOBEC3D" 2 0 2 3 0 1 4 0
"APOBEC3F" 18 24 24 40 29 22 48 21
"APOBEC3G" 2 1 2 2 0 2 7 0
"APOBEC3H" 1 0 8 0 2 2 3 2
"CBX7" 170 144 320 313 288 217 240 237
"PDGFB" 167 282 657 594 154 157 192 186
"RPL3" 13916 8183 26423 29380 24579 13057 14499 15702
"SYNGR1" 2233 1466 3378 3566 1518 1352 1500 1562
"TAB1" 899 692 1701 1914 1357 820 959 1303
"MGAT3" 1404 564 1921 2097 1102 677 604 822
"MIEF1" 1676 969 2621 3023 2177 1180 1259 1641
"ATF4" 5470 2713 10523 13150 6783 5746 5196 5260
"RPS19BP1" 432 322 773 916 576 329 369 509
"CACNA1I" 299 177 213 184 62 272 172 86
"ENTHD1" 0 0 0 0 0 4 0 0
"GRAP2" 2 0 2 2 0 0 0 0
"FAM83F" 6 4 11 6 0 7 0 2
"TNRC6B" 4605 2611 5584 5358 5258 3511 3432 4699
"ADSL" 177 114 233 311 224 143 101 204
"SGSM3" 15 7 9 8 25 14 9 9
"MKL1" 1261 733 2253 2233 1509 1215 971 1653
"MCHR1" 197 115 390 491 101 54 69 116
"SLC25A17" 710 425 1043 1242 914 696 526 860
"ST13" 5278 3700 9113 9982 6545 3665 4121 5572
"XPNPEP3" 446 364 1202 879 1043 801 797 888
"DNAJB7" 80 26 83 68 57 33 32 40
"RBX1" 959 756 1161 1526 1258 697 713 863
"EP300" 4843 2269 6890 7711 6326 3901 3476 5354
"L3MBTL2" 756 385 1132 1336 908 738 626 728
"CHADL" 12 13 45 33 42 29 21 38
"RANGAP1" 2290 1486 4420 3896 2797 2212 2258 2523
"ZC3H7B" 5340 3566 7240 8508 6578 4532 4200 6339
"TEF" 381 362 650 616 574 379 403 473
"TOB2" 1677 945 3470 2926 2389 1758 1729 2355
"PHF5A" 541 302 837 949 648 445 338 572
"ACO2" 1792 1515 3974 3910 2446 1511 1755 2454
"POLR3H" 745 402 930 1221 762 474 408 682
"CSDC2" 795 306 1045 1316 224 272 304 204
